,APPLICATION NO,GENDER,UACE YEAR,CODE,DISTRICT,COURSE CODE,COURSE NAME,TOTAL WEIGHT,WEIGHT RANGE,SCHOOL,REGION
7217,23APF1558532927134142,M,2022,10.0,IGANGA,BQE,Bachelor (Quantitative Economics),37.9,Good,,Eastern
7218,23APF1232111920103799,F,2022,11.0,JINJA,BQE,Bachelor (Quantitative Economics),37.8,Good,IGANGA SECONDARY SCHOOL,Eastern
7219,23APF778776639138088,F,2022,30.0,KYENJOJO,BQE,Bachelor (Quantitative Economics),37.7,Good,NAMIREMBE HILLSIDE S.S.,
7220,23APF917923673104361,M,2022,8.0,GULU,BQE,Bachelor (Quantitative Economics),37.7,Good,PRIDE COLLEGE SCHOOL MPIGI,Northern
7221,23APF1528463759107692,F,2022,26.0,KISORO,BQE,Bachelor (Quantitative Economics),37.6,Good,SEETA HIGH SCHOOL,Western
7222,23APF113883078117533,M,2022,75.0,MITYANA,BQE,Bachelor (Quantitative Economics),37.6,Good,"UGANDA MARTYRS S.S., NAMUGONGO",Central
7223,23APF1476066506145831,F,2022,7.0,BUSIA,BQE,Bachelor (Quantitative Economics),37.5,Good,,Eastern
7224,23APF1589051785127607,M,2022,101.0,LWENGO,BQE,Bachelor (Quantitative Economics),37.4,Good,SEETA HIGH SCHOOL-MUKONO,Central
7225,23APF1040062716142893,F,2022,12.0,KABALE,BQE,Bachelor (Quantitative Economics),37.2,Good,KIGEZI HIGH SCHOOL,Western
7226,23APF485883145136284,F,2022,54.0,TORORO,BQE,Bachelor (Quantitative Economics),37.2,Good,TORORO GIRLS' SCHOOL,Eastern
7227,23APF983648841123547,M,2022,10.0,IGANGA,BQE,Bachelor (Quantitative Economics),37.2,Good,BLESSED SACREMENT SS  KIMAANYA,Eastern
7228,23APF1093509441125866,M,2022,3.0,ARUA,BQE,Bachelor (Quantitative Economics),37.1,Good,OURLADY OF AFRICA SS NAMILYANGO,Northern
7229,23APF815602906123855,M,2022,65.0,IBANDA,BQE,Bachelor (Quantitative Economics),37.1,Good,"ST.JOSEPH'S VOC. SCH., MBARARA",Western
7230,23APF727367303142490,F,2022,117.0,RUBANDA,BQE,Bachelor (Quantitative Economics),37.0,Good,IMMACULATE HEART GIRLS SCHOOL,
7231,23APF1526009955129369,F,2022,33.0,MASAKA,BQE,Bachelor (Quantitative Economics),37.0,Good,BP CYPRIAN KIHANGIRE SS LUZIRA,Central
7232,23APF220712345124045,M,2022,18.0,KAMWENGE,BQE,Bachelor (Quantitative Economics),36.9,Good,CITIZEN'S SECONDARY SCHOOL,Western
7233,23APF368092281111772,F,2022,117.0,RUBANDA,BQE,Bachelor (Quantitative Economics),36.6,Good,"ST.MARY'S COLLEGE, RUSHOROZA",
7234,23APF437472956116778,M,2020,42.0,MUKONO,BQE,Bachelor (Quantitative Economics),36.6,Good,,Central
7235,23APF895859985141578,F,2022,54.0,TORORO,BQE,Bachelor (Quantitative Economics),36.6,Good,,Eastern
7236,23APF623895021127426,F,2022,72.0,KIRUHURA,BQE,Bachelor (Quantitative Economics),36.5,Good,NTUNGAMO HIGH SCHOOL,Western
7237,23APF1511496105114024,F,2022,72.0,KIRUHURA,BQE,Bachelor (Quantitative Economics),36.5,Good,MAKERERE COLLEGE SCHOOL,Western
7238,23APF1205200792121384,F,2022,92.0,KALUNGU,BQE,Bachelor (Quantitative Economics),36.4,Good,LUBIRI SECONDARY SCHOOL,Central
7239,23APF818555905118325,F,2022,14.0,KABERAMAIDO,BQE,Bachelor (Quantitative Economics),36.2,Good,"MT.ST.MARY'S, NAMAGUNGA",Eastern
7240,23APF741664625112668,F,2022,21.0,KASESE,BQE,Bachelor (Quantitative Economics),36.1,Good,ENTEBBE  SECONDARY SCHOOL,Western
7241,23APF1358808364139576,F,2022,9.0,HOIMA,BQE,Bachelor (Quantitative Economics),36.1,Good,MANDELA SS  HOIMA,Western
7242,23APF1498163574121409,F,2022,16.0,KAMPALA,BQE,Bachelor (Quantitative Economics),36.0,Good,GAYAZA HIGH SCHOOL,Central
7243,23APF1286781347111369,F,2022,46.0,NTUNGAMO,BQE,Bachelor (Quantitative Economics),36.0,Good,IMMACULATE HEART GIRLS SCHOOL,Western
7244,23APF1101643462103357,M,2022,120.0,KYOTERA,BQE,Bachelor (Quantitative Economics),36.0,Good,ST. MARK'S SS NAMAGOMA,
7245,23APF1173117807127244,M,2022,26.0,KISORO,BQE,Bachelor (Quantitative Economics),35.9,Good,,Western
7246,23APF669903963133441,M,2022,31.0,LIRA,BQE,Bachelor (Quantitative Economics),35.9,Good,St. Gracious S.S LIRA,Northern
7247,23APF492278770118160,M,2022,31.0,LIRA,BQE,Bachelor (Quantitative Economics),35.9,Good,MENTOR SECONDARY SCHOOL,Northern
7248,23APF1168860131113100,F,2022,16.0,KAMPALA,BQE,Bachelor (Quantitative Economics),35.7,Good,ST.MARY'S SS KITENDE (ANNEX),Central
7249,23APF708580177106609,F,2022,55.0,WAKISO,BQE,Bachelor (Quantitative Economics),35.6,Good,MENGO SECONDARY SCHOOL ANNEX,Central
7250,23APF593608222108648,F,2022,32.0,LUWEERO,BQE,Bachelor (Quantitative Economics),35.6,Good,MAKERERE COLLEGE SCHOOL,
7251,23APF129474407498983,F,2022,80.0,MANAFWA,BQE,Bachelor (Quantitative Economics),35.6,Good,"TRINITY COLLEGE, NABBINGO",Eastern
7252,23APF544631267107858,M,2022,55.0,WAKISO,BQE,Bachelor (Quantitative Economics),35.5,Good,"UGANDA MARTYRS S.S., NAMUGONGO",Central
7253,23APF766468995107054,F,2022,55.0,WAKISO,BQE,Bachelor (Quantitative Economics),35.5,Good,MENGO SECONDARY SCHOOL,Central
7254,23APF179846058103749,F,2022,9.0,HOIMA,BQE,Bachelor (Quantitative Economics),35.5,Good,"MANDELA S S, HOIMA",Western
7255,23APF1156827148146895,M,2022,42.0,MUKONO,BQE,Bachelor (Quantitative Economics),35.4,Good,NAMILYANGO COLLEGE,Central
7256,23APF420841585136432,F,2022,37.0,MBARARA,BQE,Bachelor (Quantitative Economics),35.4,Good,KINONI HIGH SCHOOL,Western
7257,23APF1294085626110858,M,2022,73.0,KOBOKO,BQE,Bachelor (Quantitative Economics),35.4,Good,SEETA HIGH SCHOOL-MUKONO,Northern
7258,23APF399548602105203,M,2022,94.0,KIRYANDONGO,BQE,Bachelor (Quantitative Economics),35.2,Good,GOMBE SECONDARY SCHOOL,Western
7259,23APF1495828623135196,F,2022,14.0,KABERAMAIDO,BQE,Bachelor (Quantitative Economics),35.2,Good,BUKOYO SECONDARY SCHOOL,Eastern
7260,23APF120060985219740,M,2020,11.0,JINJA,BQE,Bachelor (Quantitative Economics),35.2,Good,MENGO SECONDARY SCHOOL,Eastern
7261,23APF276098193136162,M,2022,16.0,KAMPALA,BQE,Bachelor (Quantitative Economics),35.1,Good,KIBULI SECONDARY SCHOOL,Central
7262,23APF1086511838131685,M,2022,7.0,BUSIA,BQE,Bachelor (Quantitative Economics),35.1,Good,SEROMA CHRISTIAN HIGH SCHOOL,Eastern
7263,23APF12098200121233,M,2022,30.0,KYENJOJO,BQE,Bachelor (Quantitative Economics),35.1,Good,"NAALYA SEC. SCHOOL ,KAMPALA",
7264,23APF1586793385123109,M,2022,55.0,WAKISO,BQE,Bachelor (Quantitative Economics),35.0,Good,LUBIRI SECONDARY SCHOOL,Central
7265,23APF1377573293124662,M,2022,2.0,APAC,BQE,Bachelor (Quantitative Economics),35.0,Good,"DR. OBOTE COLLEGE, BOROBORO",Northern
7266,23APF1434311424113129,M,2022,46.0,NTUNGAMO,BQE,Bachelor (Quantitative Economics),35.0,Good,"ST.JOSEPH'S VOC. SCH., MBARARA",Western
7267,23APF317674183144261,M,2022,55.0,WAKISO,BQE,Bachelor (Quantitative Economics),34.9,Good,LUBIRI SECONDARY SCHOOL,Central
7268,23APF264659292117318,F,2022,55.0,WAKISO,BQE,Bachelor (Quantitative Economics),34.9,Good,NAMAGABI S S,Central
7269,23APF158990912128807,F,2022,101.0,LWENGO,BQE,Bachelor (Quantitative Economics),34.9,Good,NAALYA SSS,Central
7270,23APF435625677134935,F,2022,55.0,WAKISO,BQE,Bachelor (Quantitative Economics),34.9,Good,BUDDO SEC. SCHOOL,Central
7271,23APF1195464898116657,F,2022,33.0,MASAKA,BQE,Bachelor (Quantitative Economics),34.8,Good,"ST.JOSEPH'S GIRLS, NSAMBYA",Central
7272,23APF618389826100699,F,2022,122.0,PAKWACH,BQE,Bachelor (Quantitative Economics),34.8,Good,"NAALYA SEC. SCHOOL ,KAMPALA",
7273,23APF1052402015130807,M,2022,12.0,KABALE,BQE,Bachelor (Quantitative Economics),34.7,Good,KABALE BRAINSTORM HIGH SCHOOL,Western
7274,23APF1338356446119930,F,2022,13.0,KABAROLE,BQE,Bachelor (Quantitative Economics),34.7,Good,KYEBAMBE GIRLS' SEC. SCHOOL,Western
7275,23APF1566004560120499,F,2022,46.0,NTUNGAMO,BQE,Bachelor (Quantitative Economics),34.7,Good,STANDARD COLLEGE NTUNGAMO,Western
7276,23APF397036344110049,M,2022,75.0,MITYANA,BQE,Bachelor (Quantitative Economics),34.6,Good,SEETA HIGH SCHOOL,Central
7277,23APF740834574125040,F,2022,50.0,RUKUNGIRI,BQE,Bachelor (Quantitative Economics),34.6,Good,NAALYA SSS,Western
7278,23APF1569097759119005,F,2022,37.0,MBARARA,BQE,Bachelor (Quantitative Economics),34.5,Good,BWERANYANGI GIRLS' SCHOOL,Western
7279,23APF3845423107229,M,2022,55.0,WAKISO,BQE,Bachelor (Quantitative Economics),34.5,Good,"KING'S COLLEGE, BUDO",Central
7280,23APF698183856118482,F,2022,56.0,YUMBE,BQE,Bachelor (Quantitative Economics),34.5,Good,EBENEZER SECONDARY SCHOOL,Northern
7281,23APF209445531113345,F,2022,41.0,MUBENDE,BQE,Bachelor (Quantitative Economics),34.5,Good,ST. JULIAN HIGH SCHOOL,Central
7282,23APF1065712843129046,F,2022,75.0,MITYANA,BQE,Bachelor (Quantitative Economics),34.5,Good,MENGO SECONDARY SCHOOL ANNEX,Central
7283,23APF1072214217119400,M,2022,16.0,KAMPALA,BQE,Bachelor (Quantitative Economics),34.4,Good,"KING'S COLLEGE, BUDO",Central
7284,23APF1673222656126130,F,2022,75.0,MITYANA,BQE,Bachelor (Quantitative Economics),34.4,Good,"MUMSA HIGH SCHOOL, MITYANA",Central
7285,23APF406686584128697,F,2022,103.0,MITOOMA,BQE,Bachelor (Quantitative Economics),34.3,Good,ST. AGNES GIRLS SECONDARY SCHOOL,Western
7286,23APF126881262099178,F,2022,46.0,NTUNGAMO,BQE,Bachelor (Quantitative Economics),34.2,Good,"UGANDA MARTYRS S.S., NAMUGONGO",Western
7287,23APF737617753138552,F,2022,55.0,WAKISO,BQE,Bachelor (Quantitative Economics),34.2,Good,LUBIRI SECONDARY SCHOOL,Central
7288,23APF50501918126367,M,2022,51.0,SEMBABULE,BQE,Bachelor (Quantitative Economics),34.1,Good,MAKINDYE SECONDARY SCHOOL,Central
7289,23APF183484033126491,F,2022,46.0,NTUNGAMO,BQE,Bachelor (Quantitative Economics),34.1,Good,KABALE TRINITY COLLEGE,Western
7290,23APF731376766106809,M,2022,50.0,RUKUNGIRI,BQE,Bachelor (Quantitative Economics),34.1,Good,ST.MARY'S SS KITENDE (ANNEX),Western
7291,23APF1435902907107623,M,2022,16.0,KAMPALA,BQE,Bachelor (Quantitative Economics),34.0,Good,,Central
7292,23APF50472146108779,M,2022,40.0,MPIGI,BQE,Bachelor (Quantitative Economics),34.0,Good,MENGO SECONDARY SCHOOL ANNEX,Central
7293,23APF1604363117100808,M,2022,63.0,BUTALEJA,BQE,Bachelor (Quantitative Economics),33.9,Good,"ST.PETER'S SS, NAALYA",
7294,23APF204641832107228,F,2022,16.0,KAMPALA,BQE,Bachelor (Quantitative Economics),33.9,Good,ST.MARY'S SS KITENDE (ANNEX),Central
7295,23APF347088649107434,F,2022,88.0,BUTAMBALA,BQE,Bachelor (Quantitative Economics),33.9,Good,GOMBE SECONDARY SCHOOL,Central
7296,23APF207724713122425,M,2022,72.0,KIRUHURA,BQE,Bachelor (Quantitative Economics),33.9,Good,CLEVERLAND HIGH SCHOOL,Western
7297,23APF665451400133848,M,2022,80.0,MANAFWA,BQE,Bachelor (Quantitative Economics),33.8,Good,,Eastern
7298,23APF1043154285136887,M,2022,31.0,LIRA,BQE,Bachelor (Quantitative Economics),33.8,Good,St. Gracious S.S LIRA,Northern
7299,23APF688326152123045,M,2022,69.0,ISINGIRO,BQE,Bachelor (Quantitative Economics),33.7,Good,KAJJANSI PROGRESSIVE S.S,Western
7300,23APF1231231187123362,F,2022,37.0,MBARARA,BQE,Bachelor (Quantitative Economics),33.6,Good,BUDDO SEC. SCHOOL,Western
7301,23APF1334020429111906,F,2022,55.0,WAKISO,BQE,Bachelor (Quantitative Economics),33.6,Good,ST.MARY'S SS KITENDE (ANNEX),Central
7302,23APF807091514116272,F,2022,21.0,KASESE,BQE,Bachelor (Quantitative Economics),33.6,Good,BWERANYANGI GIRLS' SCHOOL,Western
7303,23APF497627250135528,M,2022,79.0,NAMUTUMBA,BQE,Bachelor (Quantitative Economics),33.4,Good,KIBULI SECONDARY SCHOOL,Eastern
7304,23APF1593158597124273,M,2022,10.0,IGANGA,BQE,Bachelor (Quantitative Economics),33.4,Good,"KIIRA COLLEGE, BUTIKI",Eastern
7305,23APF394812864120452,M,2022,42.0,MUKONO,BQE,Bachelor (Quantitative Economics),33.4,Good,OURLADY OF AFRICA SS NAMILYANGO,Central
7306,23APF586989777133276,F,2022,7.0,BUSIA,BQE,Bachelor (Quantitative Economics),33.4,Good,ST. JULIAN HIGH SCHOOL,Eastern
7307,23APF444625206109265,M,2022,101.0,LWENGO,BQE,Bachelor (Quantitative Economics),33.2,Good,"ST HENRY'S COLLEGE, KITOVU",Central
7308,23APF464753787147138,F,2022,30.0,KYENJOJO,BRJ,Bachelor of Business Administration(Jinja) (MUBS),45.2,Very Good,KING SOLOMON'S COLLEGE,
7309,23APF307615070135420,F,2022,10.0,IGANGA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),36.4,Good,IGANGA HIGH SCHOOL,Eastern
7310,23APF652281038151367,M,2022,10.0,IGANGA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),36.0,Good,JINJA PROGRESSIVE ANNEX,Eastern
7311,23APF103780324130427,M,2022,82.0,ALEBTONG,BRJ,Bachelor of Business Administration(Jinja) (MUBS),32.8,Good,St. Gracious S.S LIRA,Northern
7312,23APF980027592146179,M,2022,111.0,SERERE,BRJ,Bachelor of Business Administration(Jinja) (MUBS),32.4,Good,,Eastern
7313,23APF149061032146754,F,2022,51.0,SEMBABULE,BRJ,Bachelor of Business Administration(Jinja) (MUBS),31.9,Good,,Central
7314,23APF550090856114969,F,2022,71.0,KALIRO,BRJ,Bachelor of Business Administration(Jinja) (MUBS),31.1,Good,"ST.JOHN SS, WAIKITAKA",Eastern
7315,23APF1635207226110674,F,2022,123.0,RUKIGA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),31.0,Good,KIGEZI HIGH SCHOOL,
7316,23APF611290686149179,F,2022,4.0,BUGIRI,BRJ,Bachelor of Business Administration(Jinja) (MUBS),30.1,Good,"CETRAL COLLEGE , BUGIRI",Eastern
7317,23APF548057581143038,M,2022,100.0,LUUKA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),29.6,Average,KYADONDO SS,Eastern
7318,23APF1255762072135734,F,2022,10.0,IGANGA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),28.9,Average,,Eastern
7319,23APF454067805148982,M,2022,7.0,BUSIA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),28.4,Average,,Eastern
7320,23APF877871679149789,M,2022,11.0,JINJA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),27.9,Average,KAMULI PROGRESSIVE COLLEGE,Eastern
7321,23APF1202028703114708,M,2022,85.0,BUIKWE,BRJ,Bachelor of Business Administration(Jinja) (MUBS),27.5,Average,JINJA  SECONDARY SCHOOL,Central
7322,23APF654281447151382,M,2022,11.0,JINJA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),26.6,Average,"ST.JOHN SS, WAIKITAKA",Eastern
7323,23APF997615177130143,M,2022,7.0,BUSIA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),26.1,Average,BUSIA SECONDARY SCHOOL,Eastern
7324,23APF1256338857140448,F,2022,54.0,TORORO,BRJ,Bachelor of Business Administration(Jinja) (MUBS),26.0,Average,PAUL MUKASA SS,Eastern
7325,23APF425680608127118,F,2022,4.0,BUGIRI,BRJ,Bachelor of Business Administration(Jinja) (MUBS),25.9,Average,IGANGA PROGRESSIVE SEC.SCHOOL,Eastern
7326,23APF743862665132104,M,2020,11.0,JINJA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),25.6,Average,"ST.JAMES SEC. SCH., JINJA",Eastern
7327,23APF711225353139801,F,2022,48.0,PALLISA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),25.5,Average,ATLAS HIGH SCHOOL,Eastern
7328,23APF416260922141618,F,2022,8.0,GULU,BRJ,Bachelor of Business Administration(Jinja) (MUBS),25.3,Average,"ST.JAMES SEC. SCH., JINJA",Northern
7329,23APF1059933387147395,F,2022,11.0,JINJA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),25.2,Average,JINJA PROGRESSIVE SS,Eastern
7330,23APF976496474124034,M,2022,100.0,LUUKA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),25.2,Average,,Eastern
7331,23APF63440688139835,M,2022,10.0,IGANGA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),24.8,Average,PAUL MUKASA SS,Eastern
7332,23APF1320261946132020,M,2022,55.0,WAKISO,BRJ,Bachelor of Business Administration(Jinja) (MUBS),24.7,Average,,Central
7333,23APF1238393596131960,M,2022,37.0,MBARARA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),24.7,Average,JINJA PROGRESSIVE SS,Western
7334,23APF1663110242123811,M,2022,53.0,SOROTI,BRJ,Bachelor of Business Administration(Jinja) (MUBS),24.5,Average,"TESO COLLEGE, ALOET",Eastern
7335,23APF205893514138330,M,2022,53.0,SOROTI,BRJ,Bachelor of Business Administration(Jinja) (MUBS),24.5,Average,HALCYON HIGH SCHOOL,Eastern
7336,23APF1506753868142649,F,2022,10.0,IGANGA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),23.9,Average,IGANGA HIGH SCHOOL,Eastern
7337,23APF1091797683136542,F,2022,85.0,BUIKWE,BRJ,Bachelor of Business Administration(Jinja) (MUBS),23.6,Average,,Central
7338,23APF203866496128633,M,2022,7.0,BUSIA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),23.4,Average,,Eastern
7339,23APF1185420048129395,M,2022,11.0,JINJA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),23.4,Average,BUIKWE SECONDARY SCHOOL,Eastern
7340,23APF1525846922141122,F,2022,21.0,KASESE,BRJ,Bachelor of Business Administration(Jinja) (MUBS),23.3,Average,KASESE SEC. SCHOOL,Western
7341,23APF683251921138272,M,2022,17.0,KAMULI,BRJ,Bachelor of Business Administration(Jinja) (MUBS),23.2,Average,,Eastern
7342,23APF1004775559102587,F,2022,35.0,MAYUGE,BRJ,Bachelor of Business Administration(Jinja) (MUBS),23.0,Average,JOY DOMINION ACADEMY - MUSITA,Eastern
7343,23APF1662227699150904,F,2022,35.0,MAYUGE,BRJ,Bachelor of Business Administration(Jinja) (MUBS),22.3,Average,,Eastern
7344,23APF1120469405127575,F,2022,11.0,JINJA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),22.2,Average,"ST.NOA MAWAGALI SS, JINJA",Eastern
7345,23APF798121403140490,F,2022,41.0,MUBENDE,BRJ,Bachelor of Business Administration(Jinja) (MUBS),21.3,Average,"HOPE BOARDING SS,LUTEMBE",Central
7346,23APF1007843169126497,M,2022,100.0,LUUKA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),21.1,Average,,Eastern
7347,23APF344134367151561,F,2022,36.0,MBALE,BRJ,Bachelor of Business Administration(Jinja) (MUBS),21.0,Average,,Eastern
7348,23APF31987296131811,F,2022,7.0,BUSIA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),20.9,Average,,Eastern
7349,23APF1058876638127077,F,2022,29.0,KUMI,BRJ,Bachelor of Business Administration(Jinja) (MUBS),20.6,Average,,Eastern
7350,23APF302930437143637,F,2022,11.0,JINJA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),20.4,Average,"ST.JAMES SEC. SCH., JINJA",Eastern
7351,23APF700798515127148,F,2022,54.0,TORORO,BRJ,Bachelor of Business Administration(Jinja) (MUBS),20.2,Average,HILTON HIGH SCHOOL,Eastern
7352,23APF732672458143847,F,2022,61.0,BUKWO,BRJ,Bachelor of Business Administration(Jinja) (MUBS),20.0,Low,GAMATUI GIRLS' SCHOOL,
7353,23APF1552934411113078,M,2022,11.0,JINJA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),19.9,Low,JINJA SS ANNES,Eastern
7354,23APF493947836148330,F,2022,42.0,MUKONO,BRJ,Bachelor of Business Administration(Jinja) (MUBS),19.8,Low,PAUL MUKASA SS,Central
7355,23APF641130613150394,M,2022,4.0,BUGIRI,BRJ,Bachelor of Business Administration(Jinja) (MUBS),19.8,Low,IGANGA HIGH SCHOOL,Eastern
7356,23APF1351276605117938,M,2019,11.0,JINJA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),19.5,Low,JINJA  SECONDARY SCHOOL,Eastern
7357,23APF1619866717120182,F,2019,11.0,JINJA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),19.0,Low,JINJA PROGRESSIVE SS,Eastern
7358,23APF353216600145434,F,2022,23.0,KAYUNGA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),18.6,Low,ST. ELIZA SECONDARY SCHOOL,Central
7359,23APF1361758901132176,F,2022,81.0,NAKASEKE,BRJ,Bachelor of Business Administration(Jinja) (MUBS),18.2,Low,,Central
7360,23APF1039136860144482,F,2022,60.0,AMURIA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),18.1,Low,,Eastern
7361,23APF1378116706134024,M,2022,35.0,MAYUGE,BRJ,Bachelor of Business Administration(Jinja) (MUBS),18.1,Low,,Eastern
7362,23APF1230555258135160,F,2022,100.0,LUUKA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),17.4,Low,ST.KALEMBA SECONDARY SCHOOL,Eastern
7363,23APF36693694111051,F,2022,67.0,BUKEDEA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),17.4,Low,OURLADY OF AFRICA SS NAMILYANGO,Eastern
7364,23APF1107941690143852,M,2022,112.0,SHEEMA,BRJ,Bachelor of Business Administration(Jinja) (MUBS),17.0,Low,PLUS TWO HIGH SCHOOL,Western
7365,23APF1425481112128385,F,2022,17.0,KAMULI,BRJ,Bachelor of Business Administration(Jinja) (MUBS),15.8,Low,BUSOGA HIGH SCHOOL,Eastern
7366,23APF566167313110268,M,2022,35.0,MAYUGE,BRJ,Bachelor of Business Administration(Jinja) (MUBS),15.6,Low,BUKOYO SECONDARY SCHOOL,Eastern
7367,23APF311577731100259,M,2022,102.0,KAGADI,BRM,B.Real Estate Business Management,42.8,Very Good,NTARE SCHOOL,
7368,23APF122007660104173,F,2022,7.0,BUSIA,BRM,B.Real Estate Business Management,41.7,Very Good,LONDON COL. ST.LAWRENCE MAYA,Eastern
7369,23APF1294760712148765,F,2022,33.0,MASAKA,BRM,B.Real Estate Business Management,40.7,Very Good,UGANDA MARTYRS'HIGH SC. RUBAGA,Central
7370,23APF523014207144220,F,2022,33.0,MASAKA,BRM,B.Real Estate Business Management,40.7,Very Good,NAALYA SSS,Central
7371,23APF1191179316101637,M,2022,110.0,RUBIRIZI,BRM,B.Real Estate Business Management,40.1,Very Good,"ST.JOSEPH'S VOC. SCH., MBARARA",
7372,23APF426712459150387,M,2022,41.0,MUBENDE,BRM,B.Real Estate Business Management,40.1,Very Good,KING SOLOMON'S COLLEGE,Central
7373,23APF243411928149781,F,2022,97.0,KYANKWANZI,BRM,B.Real Estate Business Management,39.5,Good,"PREMIER SECONDARY SCHOOL, HOIMA",
7374,23APF966910394103409,F,2022,13.0,KABAROLE,BRM,B.Real Estate Business Management,39.3,Good,GAYAZA CAMBRIDGE COLLEGE,Western
7375,23APF149207515116472,F,2022,16.0,KAMPALA,BRM,B.Real Estate Business Management,38.6,Good,NABISUNSA GIRLS' SCHOOL,Central
7376,23APF175398044138861,F,2022,71.0,KALIRO,BRM,B.Real Estate Business Management,38.1,Good,WANYANGE GIRLS  SCHOOL,Eastern
7377,23APF542376321102906,M,2022,21.0,KASESE,BRM,B.Real Estate Business Management,38.1,Good,NAALYA SSS,Western
7378,23APF21040453145777,M,2022,42.0,MUKONO,BRM,B.Real Estate Business Management,37.6,Good,TALENTS COLLEGE MUKONO,Central
7379,23APF308323823130868,F,2022,50.0,RUKUNGIRI,BRM,B.Real Estate Business Management,37.4,Good,"ST.MARY'S COLLEGE, RUSHOROZA",Western
7380,23APF1048086611112915,F,2022,27.0,KITGUM,BRM,B.Real Estate Business Management,36.4,Good,NABISUNSA GIRLS' SCHOOL,Northern
7381,23APF76612093148562,F,2022,33.0,MASAKA,BRM,B.Real Estate Business Management,35.9,Good,BUDDO SEC. SCHOOL,Central
7382,23APF1600627895115162,F,2022,27.0,KITGUM,BRM,B.Real Estate Business Management,35.8,Good,"ST.PETER'S SS, NAALYA",Northern
7383,23APF645201853132385,M,2022,13.0,KABAROLE,BRM,B.Real Estate Business Management,35.7,Good,"ST. KIZITO SS,  BUGOLOBI",Western
7384,23APF449302953115599,F,2022,46.0,NTUNGAMO,BRM,B.Real Estate Business Management,35.1,Good,GAYAZA HIGH SCHOOL,Western
7385,23APF926252684109519,F,2022,33.0,MASAKA,BRM,B.Real Estate Business Management,35.0,Good,ST. HENRY'S COLLEGE MBALWA,Central
7386,23APF1040625296131694,M,2022,12.0,KABALE,BRM,B.Real Estate Business Management,34.9,Good,OURLADY OF AFRICA SS NAMILYANGO,Western
7387,23APF1659218826118628,M,2022,55.0,WAKISO,BRM,B.Real Estate Business Management,34.8,Good,ST.MARY'S SS KITENDE (ANNEX),Central
7388,23APF398666095102371,F,2022,74.0,MARACHA,BRM,B.Real Estate Business Management,34.5,Good,ST MARY'S SS  KITENDE,Northern
7389,23APF332283117108378,F,2022,43.0,NEBBI,BRM,B.Real Estate Business Management,34.5,Good,SEROMA CHRISTIAN HIGH SCHOOL,Northern
7390,23APF902768189109544,F,2022,37.0,MBARARA,BRM,B.Real Estate Business Management,34.4,Good,NABISUNSA GIRLS' SCHOOL,Western
7391,23APF372369983102495,M,2022,41.0,MUBENDE,BRM,B.Real Estate Business Management,33.8,Good,LUBIRI SECONDARY SCHOOL,Central
7392,23APF621405324146227,M,2022,43.0,NEBBI,BRM,B.Real Estate Business Management,33.8,Good,,Northern
7393,23APF923436036139339,M,2022,54.0,TORORO,BRM,B.Real Estate Business Management,33.6,Good,,Eastern
7394,23APF660824346123128,F,2022,37.0,MBARARA,BRM,B.Real Estate Business Management,33.5,Good,IMMACULATE HEART GIRLS SCHOOL,Western
7395,23APF1368703122122277,F,2022,33.0,MASAKA,BRM,B.Real Estate Business Management,33.3,Good,ST MARY'S SS  KITENDE,Central
7396,23APF814133747128741,M,2022,26.0,KISORO,BRM,B.Real Estate Business Management,32.9,Good,KISORO VISION,Western
7397,23APF150979953675072,M,2019,51.0,SEMBABULE,BRM,B.Real Estate Business Management,32.5,Good,"EAST HIGH SCHOOL, KAMPALA",Central
7398,23APF1359206627102169,M,2022,102.0,KAGADI,BRM,B.Real Estate Business Management,32.4,Good,GOOD SHEPHERD HIGH SCHOOL,
